RF_R2,RF_MAE,XBG_R2,XBG_MAE,NN_R2,NN_MAE,GLM_R2,GLM_MAE
0.7085734742261046,0.02959042159549816,0.6954864484389205,0.029474230854393955,0.4673773388379542,0.03612447349430216,0.3650838198322578,0.0408185134299113
0.6204650985666625,0.02923033213235834,0.6497523401808412,0.028453410356466056,0.49158467416530216,0.03315462578390104,0.512525960384211,0.0422776106275777
0.6002713986929129,0.036354250616673515,0.6248989550340663,0.03591868576024397,0.4858751314139974,0.03966115363672087,0.5403624195404588,0.0410308174580349
0.68605041975797,0.03485408387603477,0.6779905931449393,0.03455266174484013,0.5544038358054053,0.037928840955026764,0.4961213200908896,0.0406717238566233
0.6658959742664832,0.03306114165728741,0.7209224000229146,0.032292526595113905,0.5452463845479343,0.03792739184767693,0.5504731006939249,0.0414618429604404
0.7007338083789865,0.03583527007626505,0.7411769096522507,0.03469221839205021,0.5395857453726709,0.0435610728173275,0.4141380297316973,0.0413584942489072
0.730872005297996,0.03324078496852808,0.716300509156764,0.03407115768539864,0.5924561810986396,0.03906192304046808,0.5528840318142353,0.0412480814390709
0.6809391607153452,0.030191236121623534,0.7240503283259907,0.029522981491642845,0.5689333163925527,0.03505957365955163,0.5009859059435843,0.0418609176079526
0.6901596183550627,0.03111189069255654,0.7146111148115568,0.029539447672333772,0.5547779563030175,0.036424719280451386,0.5375962688021689,0.0424951043817501
0.6314959968239119,0.03348989756298299,0.6671939620968469,0.03230843671274095,0.5457781990980288,0.037542596881028754,0.5309186682575553,0.0459389354754842
0.7049281463058025,0.030546730291101696,0.6830428549251497,0.03037030367977416,0.6220494872414324,0.03310092390918384,0.4516125422560628,0.0407679303686112
0.7711445290862837,0.03244524378701488,0.7787081459506012,0.03360959615939169,0.6993696459880175,0.03697851680844579,0.5546077527638971,0.0429003112221965
0.7350097146520569,0.031706241229622754,0.7867460983472916,0.02966961330851646,0.6535831953216009,0.034219370768096405,0.503459088948449,0.0436326688486706
0.6589435919599389,0.03107523357712361,0.6759965527432013,0.03187086496007224,0.5433670877103551,0.03611184137864125,0.5574707506301341,0.0385016711556204
0.6601355659690336,0.03339354014005341,0.6706195399837378,0.03384947993879651,0.5349718048752834,0.0383365279399057,0.524061860027793,0.0413175822456026
0.675023357262253,0.03390519435163607,0.7184410425770413,0.033186928864111044,0.6099604211286509,0.0382043966850065,0.554043811685883,0.0416083339490126
0.6871503496665484,0.033338724274615206,0.7428829726723337,0.03147353910232995,0.5528220899761316,0.03803639631489062,0.5176236262459247,0.0426128780490508
0.6480903672595102,0.03417198881632212,0.6935432437789408,0.032788576489118114,0.5595658480905749,0.038534667964352134,0.5853910852273481,0.0373346648451153
0.6356886475811419,0.03247744035822578,0.6589291022529954,0.031606519216748646,0.5183425038401057,0.036397144454780254,0.5150311634406121,0.044114969159276
0.6008607464541662,0.03254775316853323,0.5593955337195015,0.03411765898048598,0.4166214032175797,0.03828856242393729,0.4567639409518521,0.0408061527072186
0.6730740147950296,0.03070261812047987,0.6942166420051179,0.029107913819498493,0.5670645152317397,0.032816090049444,0.4544910739811552,0.0427589338047057
0.7403388216979023,0.03278759465415632,0.7504759606014575,0.03264817693927358,0.6120117741155179,0.038740671619011534,0.5196446040463183,0.0399153212909311
0.6841418384906581,0.03360441037266168,0.7184228118696949,0.03228826839487939,0.5704943968367285,0.038506775445240275,0.5188137177529412,0.0435481829319637
0.7226397065202466,0.03420111664336102,0.7387606273854923,0.03360166988594191,0.5820810772003663,0.039455587301024324,0.4476428294166147,0.0430513913480118
0.6471863714235202,0.03343496735133675,0.6782953138995655,0.03316519977131172,0.5581439027715103,0.037296726698523436,0.5436442849178277,0.0459564404810097
0.7191449971192022,0.03537077439739075,0.782979727210974,0.03317023583641762,0.6586361521529474,0.038298915336841204,0.5675839885343884,0.0405714857383056
0.7112310840705136,0.0341958729844589,0.7102497051395935,0.032590138816794824,0.6500393341907751,0.03681195316840252,0.4617252430659079,0.0457833994707856
0.6522182715278022,0.032200658308869104,0.6701634132931235,0.032405265128476836,0.5713580547268904,0.03701323586488716,0.4435152075196439,0.039094847577369
0.6954747969774022,0.03181613496861906,0.7300175431473281,0.030543533077143702,0.6160519270128987,0.03430881290775611,0.5498616330413304,0.041305570952416
0.583385889129401,0.0316244379583933,0.5985470801647355,0.03156922633927015,0.48073174936029395,0.03478628135504883,0.4229837015585026,0.0423310699496827
0.6965170115766441,0.03385558915489143,0.7629775152975755,0.03184720475793333,0.6347613502211574,0.037702293657319974,0.5811098125222408,0.0417333172752682
0.6576368946782644,0.033963968387993995,0.7355975304868498,0.030828428060636858,0.5545327411499616,0.03834235621838688,0.5182531537788587,0.0390942261263351
0.6967048566263762,0.03311249792061687,0.7055277604710549,0.03263328539362046,0.5482750028418528,0.03822791988989954,0.5516603476437072,0.039088069654299
0.6763418871232654,0.02959426363941408,0.6541881070267115,0.030756828406180634,0.530644495228789,0.03498339965259093,0.5706369842388069,0.0423339336993047
0.6751736030857254,0.03132051407141827,0.7084606825558784,0.03102190087433022,0.5991000837428657,0.034290596730455807,0.436683855265585,0.0432640626165916
0.7243474078444387,0.03133288188541925,0.7608055572924044,0.029831502429135112,0.6022301293307398,0.03570983520901065,0.470061632226336,0.0404414759510278
0.7693213484910537,0.030611847042591758,0.7814030735375019,0.02980493555682837,0.6590788484595219,0.03546327813274511,0.4553789341933645,0.0421091306962617
0.546179329704757,0.03326639130553834,0.5815305434622646,0.033341193477915684,0.4416275134002632,0.03675435443900945,0.5323381308081496,0.0439795772335337
0.6518568688376143,0.030873285441634153,0.6245929967185028,0.03214919663430107,0.5630636306220994,0.03556393187918629,0.4789106473455755,0.0428538324074129
0.6614065930330043,0.03264165017490538,0.6485582782088133,0.03283592681409343,0.5825336588409836,0.03452004907485639,0.6099768954585892,0.0441618338583744
0.7116434215977198,0.033834973825768104,0.7454308392637168,0.03141131920026033,0.5917809954806665,0.0373180920313005,0.4769960655766054,0.0438161086273781
0.6244002342187589,0.030119989341775687,0.6051072596069006,0.030026063359948077,0.5348917178428272,0.03254304643309758,0.5102926436413197,0.0415084603446511
0.6782875006431968,0.03287425340902248,0.735373385305087,0.03004632348510469,0.6079593512931074,0.03642831366908389,0.4116617184861123,0.0447167877406302
0.719319776845857,0.028781616268586906,0.7113747834898652,0.0297402158969675,0.5934584619353389,0.03454129407417556,0.5085587799722439,0.0416006091585521
0.575125026809736,0.034065398046783206,0.5709224399114028,0.03425890341106252,0.4555431407164139,0.038117085495822586,0.5844939569566353,0.0424585861820333
0.7050713748351756,0.03578736115212455,0.732447094234358,0.034561046831254695,0.6781238482129173,0.03683232925038099,0.5180862685597213,0.0425059984487578
0.7142200576969372,0.03054741630980832,0.6781305477789872,0.031209347646950956,0.5390464481965471,0.03655970671465416,0.4348949116898439,0.0400355150458038
0.6307153019438165,0.03569313327907029,0.7134148082415003,0.0334021836496563,0.5870334584347878,0.03913521024051569,0.5743492113460945,0.0432483735693705
0.635561589460583,0.03417196036835301,0.6796297942741192,0.0321889905221618,0.550441703453721,0.03656822129694761,0.4825220174883088,0.0439424228315236
0.7061472303816306,0.03170218039766597,0.6874189047034198,0.03204278867603618,0.6121829929305077,0.03607826908767,0.3868174858921887,0.0485400527186768
0.7319191321310684,0.03227265005705618,0.7666893447874936,0.03183295310800309,0.5572982164020912,0.03923416986189616,0.5848029361581503,0.0430444188682804
0.594843923536635,0.0327619236822286,0.6454603633534953,0.031021448464473925,0.4999762003021758,0.03657420437681509,0.4228761222148305,0.0443303888976092
0.6561170461451169,0.036916342383400184,0.6973843016011996,0.03534594352615845,0.5196867677414224,0.04192425731205899,0.4304607203899045,0.0462407220157551
0.5980674527365526,0.037746124889775044,0.6646432101567746,0.03578531115255436,0.5298496175928333,0.04047535745212555,0.4987587757817223,0.0469021824375377
0.6943121302146871,0.03207753209258857,0.7227768792749827,0.031120342102322573,0.5915017491717334,0.03586130783571951,0.5147203627599541,0.0421954496400197
0.6830757904188114,0.030649581280391212,0.6929712434654929,0.030940240916061647,0.5748879227041834,0.03567552334898963,0.5474299133307624,0.0383656749206603
0.6533255122012703,0.03175062934720007,0.7393970067071025,0.029211907862238498,0.5927299617353949,0.034388845435263195,0.45999931174164,0.0452206036779352
0.6595142699253176,0.03123506394739649,0.6552804585085044,0.03134979024573826,0.4984240691497588,0.035889168951095,0.5804108813773576,0.0376225215660798
0.6084294162777549,0.037275901867598514,0.6498270413802417,0.03573984606885366,0.5670047615225375,0.039256755913195045,0.5285083218498706,0.0408411011831683
0.709365960644462,0.030939534996965758,0.6954521976037016,0.030253476377836024,0.6378291445694346,0.03358413309032562,0.5435420721966445,0.0417887359774285
0.6001217371315357,0.03051700739809186,0.5996437702135218,0.03126156271525485,0.5095568837482503,0.033403687047674345,0.518714631198868,0.0399239605906071
0.606703892470017,0.031095869790276797,0.6539950426147405,0.03004853401613099,0.5020282792323921,0.03369875893025654,0.4868720376211881,0.0474014497399983
0.7201173431203499,0.030980625552510965,0.7053719186225096,0.03125539603616429,0.6520525383616371,0.03527947988913677,0.6027837075692705,0.0429547241367921
0.6249560406892525,0.03311367521375335,0.6474957267278112,0.033121308878148736,0.5094434096860411,0.03811719704070413,0.5557608682410802,0.0428226224366719
0.582690681096016,0.03303198677050974,0.6625639400240935,0.031843595870741224,0.4989051254397402,0.03680841577963876,0.5040902967688158,0.038586446546829
0.6313353485629172,0.03615274656063818,0.6515835027874189,0.0357751458542239,0.5574331858171072,0.03870856950532784,0.4742365460096269,0.0452879669383161
0.7155206800005876,0.033638138853902246,0.7089454552409419,0.03375586989068631,0.6227755499375238,0.03700054846849483,0.5315014254185376,0.039847557974278
0.7012068191376323,0.0341274457924176,0.697370377792585,0.034928776732031985,0.6068321843699277,0.03749557649452926,0.5252529936633561,0.04333621170425
0.7202453167442577,0.03463838450514623,0.7539820999894216,0.03226141000188497,0.6109706535112682,0.038754621301690134,0.4817521872672162,0.0415541441200371
0.7394279578489806,0.03358055148460475,0.7455210809784587,0.033265048923175125,0.6697102068386094,0.037187427205809684,0.5102079181870361,0.0408563440394997
0.6465451914836033,0.029433184404676627,0.6456730909264934,0.029340201145817583,0.49321725317208764,0.03404240710695716,0.4376735359557672,0.044272743644636
0.6392525132364235,0.035537295343531096,0.6834240417951547,0.033742074676580254,0.537996637005703,0.03832207085124429,0.5141966218258509,0.0448931736563328
0.6628420942994122,0.0336524240533799,0.734059783119493,0.03176537661418376,0.5445171277801282,0.03943704471593697,0.4360658584850426,0.0426175493170581
0.6989304720284752,0.03371950645935621,0.7517780973380345,0.032535641256031166,0.5944097722471613,0.04026180444901328,0.5007585169034353,0.0420165805530339
0.6849284332036876,0.02946180746961808,0.7032855132584999,0.029497995498301594,0.6138666556788579,0.03143842016615914,0.512071518389959,0.0413429467278411
0.6894445457692724,0.03105952950793638,0.7455475946144023,0.029288576527306636,0.5556242929940638,0.03623391990197746,0.3984482188256694,0.0437464790008343
0.601997641971407,0.03262543585583823,0.677913903100024,0.029777670037755506,0.46729408547053997,0.03534606030515325,0.5089667839732804,0.0428329518391882
0.7268313271308471,0.0324456705219185,0.744474388903914,0.03185719108938557,0.6060450577581601,0.03860439163423113,0.4849073687356714,0.044793350680081
0.6521779279672626,0.033761563837275126,0.665595477558087,0.03345060263733738,0.5191816791646244,0.039050679369849656,0.4915344247902259,0.0435292656331139
0.6659306576060604,0.03161500513673596,0.7166259845709244,0.030510813440087124,0.5128629706375294,0.036706518424677266,0.4710698096412535,0.043570012857683
0.6852291412238185,0.03013866830505955,0.6625516169055397,0.03110843824067783,0.5490594193799931,0.03511445474052849,0.5053984550034606,0.0412526673924018
0.6883124326697976,0.03162499834562443,0.680064116519171,0.032816561854964364,0.5622360554990044,0.03649835860859452,0.4111123035610907,0.0462354881805666
0.6886932372305503,0.030404825979066727,0.6972645613684042,0.031028023222137133,0.5991970410332974,0.03455911028788938,0.4923807788868001,0.0402051664090972
0.74933719468641,0.030463007664134154,0.7572959545814348,0.02986420254437818,0.6531365913830616,0.034575554909901066,0.3694385317294989,0.0399147566613184
0.6833916192088862,0.0330712190745184,0.6987476770625521,0.032709365928292,0.5200996158449831,0.03934432917439235,0.5126216319703593,0.043153350283289
0.6601461826836764,0.033659487751541296,0.7191565878708042,0.03251356719577874,0.5879627202515718,0.03647548398251177,0.4260249580712357,0.0416365539110545
0.7363603942302155,0.030002333801318944,0.7469833266737795,0.03057881166535544,0.6582280336521462,0.03383241867188,0.5524983880353237,0.0421549970309324
0.6590257865192615,0.03254525340418961,0.7049456084381222,0.03177129447190175,0.49549141038149547,0.03852003008335363,0.3838633925022756,0.0410664870874018
0.7108675529394166,0.0294430294937825,0.745479606810963,0.029169553369152054,0.5689288427032144,0.03496548695096565,0.5589339789743533,0.0406410552307024
0.7101240624400116,0.03432405488868526,0.7242401437934104,0.03404693126626104,0.6375220656746787,0.037316363607145166,0.508409531592802,0.0397869112520388
0.6235659170092034,0.03465908374518186,0.6347887144097508,0.03431773262773073,0.5179445555829489,0.03831978947360134,0.4888248662745793,0.0420743952366378
0.7060339293184497,0.03446691110073357,0.7085411402821479,0.034375720228694576,0.5547442273932635,0.03991366280410123,0.4468442196434652,0.0430996920714442
0.59139544591833,0.0346849210054349,0.625334656870463,0.034666282614938024,0.49145750986069925,0.0382861560738579,0.4738011316230127,0.0462145913837002
0.677854131390794,0.03219753782200011,0.6790296621955276,0.033093442395459076,0.5969466449413536,0.03601542065391256,0.4898859519332781,0.0414943550898312
0.6709109694131943,0.03388156791989168,0.7330708583733996,0.03115715841900047,0.5853355155478548,0.03819986473954123,0.5448887087166697,0.0378004495845425
0.6851882410639722,0.03580634139112476,0.729845068882772,0.03485367260637535,0.6006106383061458,0.04046480024656353,0.563166008426252,0.0427443520599065
0.7194071375766669,0.031092498310701096,0.7332306933716346,0.030110629217851972,0.6287523043092634,0.03450584299810247,0.5024503915601698,0.0370462492325365
0.6182304597606445,0.03285738035087892,0.6417402856658586,0.03286097880323847,0.48263248026486394,0.03775202015745313,0.5148980704366253,0.0383524043503996
0.6371080838891479,0.03498984577190135,0.6748214456645953,0.03255511130256764,0.5076606563722502,0.03788144848325132,0.4403361862696777,0.0424482328547783
0.6756108229949072,0.03432846859672751,0.7319468869200773,0.0323500527263789,0.5726494230091381,0.039871314307218624,0.5317863606667979,0.0409810167312511
0.6806599134607147,0.03323641602737924,0.690461803292159,0.03325407487538049,0.558773154084177,0.03741171552960132,0.5784326128044763,0.0407253787209505
0.6161158865043879,0.03527789546728898,0.6391941516541624,0.03483387259506666,0.4924714711561249,0.039644497048127864,0.5065244199972956,0.0410997684720835
0.6686203490260283,0.036492427610680986,0.6980631325419944,0.034534725766229596,0.574674438939919,0.04105197731390543,0.5453803222230911,0.0435757584738981
0.6974171016025208,0.03437194767403241,0.7140974814319924,0.03345596439479408,0.6553289996371248,0.03606738841731706,0.4339318915301666,0.0412889701685334
0.650276477588356,0.03558755725559919,0.7061395557622769,0.033846375221877,0.5098724576831782,0.04063289829726249,0.4558558633695163,0.0401021390310698
0.6741048639037786,0.035671957304878175,0.7222547694998924,0.03303795915798986,0.5987731460041553,0.0370498073628674,0.5223959121665325,0.0389004116409539
0.5968469410189757,0.03325810277950736,0.5865926992030923,0.033975333562572645,0.45242027318562916,0.03836650902512279,0.3838247819214606,0.042872724154526
0.6473393715894236,0.03383794167067114,0.6848243264847969,0.03233905581459272,0.5925398350554425,0.03655919601062257,0.5027771425922986,0.043854635381275
0.6012280138811237,0.035648666919680966,0.687425373186114,0.03295741138350728,0.47298074700216786,0.04206960461903641,0.4836879760576192,0.0476419200744178
0.6018514202970405,0.03499015108501002,0.6315801677199887,0.03395627931341156,0.49767655093708774,0.039681891904298355,0.5634675138847262,0.0360393793030031
0.6837865320240715,0.03400752443756023,0.7008846363436781,0.03395078472686459,0.6004313972406603,0.03776929678341844,0.4631758313781337,0.0448827635264282
0.684829891785412,0.030596578378348217,0.7167867274199953,0.02977700508492988,0.5709072764146845,0.034605957439157786,0.5446418935174585,0.0438565546814571
0.6214474875548763,0.03665565848026626,0.7133015805522835,0.03331768389038717,0.5431447284066626,0.03964983429438296,0.5435422105919198,0.0411240792316567
0.56888013113316,0.03433153800511336,0.6016925130508965,0.033185599925251885,0.4106071173163912,0.03937221100407965,0.5559786697166302,0.0400306646023355
0.6464464988336932,0.03583955782720152,0.6935799411441075,0.03428085950006703,0.5507085307583267,0.03853622481913047,0.5423104189937459,0.0463468031147269
0.6595881617325383,0.03263236505225444,0.7251385060443017,0.031274002616430215,0.5748021006054023,0.03553634583164899,0.5885554661152734,0.0368168013424242
0.6439175066724574,0.03618613689323851,0.6964686506154492,0.03360747238767166,0.5530778971660568,0.039030135365075984,0.5381591769722492,0.043755157248779
0.6376441317883312,0.030680154063143283,0.63554298151696,0.03086255665709924,0.4645663635321783,0.035558339007684646,0.536151005129554,0.0441638662813612
0.6431926175383571,0.03397953167078808,0.6482341359132108,0.03352663044956485,0.5224666424783317,0.039273598743849086,0.4871554803825823,0.0454276462954266
0.7272149614148771,0.035169620041122895,0.7560419623095158,0.03423317955908783,0.6483366638112413,0.03932091890170125,0.563914994835991,0.0437421557948818
0.7249072776796742,0.03544487261713122,0.7071522202664051,0.03567428699955447,0.6345962305362522,0.03812612532775775,0.4170502480340033,0.0449943730006076
0.7016919361196523,0.03235622540019989,0.7550584189051048,0.030149124808571497,0.6225873531212807,0.035508978783979704,0.4933556836747569,0.0427532266612299
0.6508702472161686,0.03521960945383796,0.659102745314635,0.03512196414317519,0.5879947652024052,0.036598875369228366,0.3838523773495496,0.0431130603465005
0.6865333891956269,0.034024782463052884,0.7264848289105965,0.03319458600944971,0.6295126600632102,0.03721800793741914,0.4743271237857877,0.0450135031691034
0.5746165019708632,0.03326094865729533,0.6289294406963654,0.03199404947203917,0.5580448324471636,0.03516506532375869,0.4756031738667763,0.0457571160808644
0.6252869374011589,0.030495330666970896,0.6588217105954939,0.03043453502034551,0.45071389364438463,0.036668805286223204,0.5528334756362198,0.0389165740911913
0.6873216489369114,0.032572544836582944,0.6958458013998873,0.032713045155626445,0.5956202323668154,0.037231845494423176,0.4568644122753947,0.0429629199111763
0.7016004674772931,0.033913020769498904,0.6534922008528248,0.0354020691754341,0.5655392683826397,0.04044542554290556,0.5219367711385845,0.0434753986660459
0.7017775484747499,0.03457439948442222,0.712756616754194,0.03409369296634093,0.6105452215423813,0.03792046711420985,0.4713789787128962,0.0415384767733217
0.6562837040911647,0.03521391619157329,0.7169599125657964,0.03257650502871352,0.47233455172085237,0.04245587649245375,0.4845835393794397,0.045194934883035
0.6437735990171765,0.03508260348779723,0.658169214744569,0.032931487368116234,0.5166459954004671,0.0386938657913242,0.4615027326971967,0.0460769573542719
0.6511449407009843,0.034943539239903704,0.6541258046249734,0.035560321965620055,0.5717918597470915,0.0387359316749509,0.4687474321229388,0.0430632509876166
0.6226187869941859,0.03601760550320318,0.6790387597226164,0.03431832021850937,0.47814991406552,0.04147419040454059,0.5088852547954548,0.0458362680071581
0.6484280704613604,0.03365576325648283,0.6771211758827751,0.03306544748205963,0.5379982126904018,0.037627198857142934,0.4970710218007976,0.0456991862907161
0.6204194840126307,0.03460200994762613,0.685858127930891,0.03198323628457467,0.4744109781794633,0.03895454588665318,0.4787478654272105,0.0471827767925835
0.6665842918532898,0.03199373591418811,0.6586015485733128,0.03322061611632949,0.5098124228455276,0.037737427267791855,0.4751632993265465,0.0472844380255895
0.7626803220591141,0.028341112106794696,0.7614882738392288,0.028308129329629454,0.6549302404755952,0.03358971934443745,0.4436955595171111,0.0401680037541716
0.614889172390396,0.032686445637578776,0.6834010816476096,0.030821519627222724,0.5447350139538956,0.03571228348117369,0.510701149468882,0.0401425740153296
0.6384435760570618,0.0376080791232098,0.6753417684542928,0.0357269611994053,0.5498413371435942,0.04217952583890882,0.4908286620566415,0.039848596775295
0.6503629620293637,0.031947040054540174,0.6937439189053898,0.030197579443293012,0.5331164726228164,0.0364434582438589,0.4344973647524554,0.0457939936779231
0.5703264802066191,0.03212389712377367,0.6196176953102542,0.031095127527966598,0.5594106472150389,0.03340717032375783,0.5772152735749946,0.0379968074016575
0.703435805442066,0.0341340708317284,0.7289939025056225,0.03331991438505563,0.5647014176617291,0.04047678097390523,0.4629056688908747,0.0397379357345093
0.6706945190843151,0.03787087638186427,0.7212009558988421,0.036056692852205474,0.6094907144902576,0.04027785727202343,0.593297232356174,0.0447157024511364
0.7367964480000575,0.03490179295183529,0.7476417562631467,0.03411519093071536,0.6675468631742262,0.037973189729614124,0.4909796385101342,0.0433975162251921
0.71693719089263,0.031117843696885857,0.7417761224726989,0.029765681313560718,0.6229949875361522,0.03466687502064121,0.4869815422774939,0.0415105608956487
0.7291897681375727,0.030133551842872825,0.7221474498772917,0.030534024985934872,0.6812157027897972,0.0326179353115764,0.546902326632018,0.0407196725289544
0.6284015225582851,0.03402777575058362,0.6682439159397422,0.033006434673867574,0.5797544097573062,0.03592595362742655,0.5147606069224386,0.0458632186367894
0.7013139721018504,0.03127903066470167,0.705038456299137,0.03166751588449749,0.6322757132440455,0.03457624267980988,0.4352331147301118,0.0409365647648628
0.6977418162039415,0.03457328024756017,0.7135905962694961,0.034322828014294975,0.6082944861668778,0.038328210771375985,0.4755822324975184,0.0447208921944508
0.623495230312018,0.03884120844245779,0.6726085830388532,0.03744116480146143,0.5377151878141595,0.04132030954595926,0.5795097622791276,0.0414806795256661
0.7089811746066204,0.030475326665011137,0.73303511727005,0.030339255522685644,0.6035818194191733,0.0361230778250624,0.5369638180625816,0.0447526208230295
0.6681043066547663,0.03397482685036278,0.6707962793919963,0.03296830482303012,0.5557222841194402,0.03635686797779073,0.4723101207252027,0.04215389673796
0.7571249238420125,0.03200198917885114,0.778296438741898,0.030615214585523253,0.6998392950475679,0.03440504398709148,0.5232222898731297,0.0393367444329867
0.7119095558418054,0.03163968096144163,0.7230084051378602,0.030719843122210547,0.6024010658500852,0.037817748456346445,0.5723261869862304,0.0385547338465106
0.7654020827630011,0.028050900205490545,0.7789720647539011,0.028098680430907533,0.6468684886100335,0.03275625706314411,0.5609242467855778,0.0458462159624138
0.5844412392362799,0.03483961571361931,0.663053259652187,0.03200792761474459,0.4831946566541304,0.037872073262408205,0.4414124107150797,0.0409123167898094
0.657521432664671,0.02964715392050633,0.6465726351831492,0.030699242211328935,0.579888115237279,0.03215892253270532,0.5195903407723687,0.0456261743998596
0.6558915143254866,0.03291164377168471,0.6821740981274083,0.03204484478180622,0.508583251839233,0.037160970234186644,0.5715157654278543,0.0404934752240174
0.6866696588221028,0.035486305373519794,0.7107964011966763,0.034363787467112064,0.6045301394890845,0.038337089534127664,0.5541119818588213,0.0414827490134264
0.7283255810091405,0.03190795221255402,0.7536391590591622,0.03082204290175321,0.5690970872728252,0.036534854998674676,0.565567169732105,0.0432393414246872
0.5477316171172524,0.03175743842820954,0.5856035687734582,0.030755611375180365,0.4545809326031993,0.03448862895398001,0.5196536627058916,0.0417812151907664
0.7223665707563938,0.035613875301820835,0.7449159416268647,0.034384824647691895,0.6306271641553494,0.039015964057730154,0.5322418211684938,0.0445072423143075
0.6496633257319602,0.03122421339844698,0.6578707708539232,0.031108213361137872,0.46578548394364094,0.03769356337160704,0.5151676227729082,0.0397122347908301
0.5653616491060989,0.034288017491674726,0.6470063470434022,0.03281717957989228,0.43769288949997065,0.04035699750905568,0.4873759797091882,0.0409589333915596
0.6672740296971799,0.03216041032157758,0.685868824890703,0.031277594628135195,0.5510543364250717,0.037592226307374396,0.5285070484973035,0.0416316099241855
0.6949055334563303,0.034687110406383455,0.7204932081283928,0.03360686846577172,0.5849908925244653,0.03910477235441986,0.4822856798830051,0.0421525323434341
0.7271313477193382,0.031752930277050846,0.7050610130314484,0.03258849942481845,0.6527422251760086,0.03494689554651969,0.452614674742254,0.0443392057297963
0.7407788670919117,0.03060208446068534,0.7643203142067969,0.029512093032121794,0.5909348301919182,0.03592605321293953,0.5860864736509587,0.0411647249581992
0.7081466954629994,0.03434605832861204,0.7052025612442927,0.03456790214297822,0.5806393619264306,0.04051368725622654,0.4980218817105327,0.0472749187416506
0.665632606262588,0.03635838446677537,0.7347005273265934,0.033397192316948265,0.5933589569432747,0.03922426474488778,0.4869399258836328,0.0459371002960957
0.6764314718983426,0.03020170279540342,0.6779459207023544,0.02958974886996647,0.5909455746709112,0.03342132343223292,0.4507795888085317,0.044802164357006
0.7294452165137195,0.03260448691872092,0.724686615003727,0.03231106673129998,0.6191454151616769,0.036905567663551915,0.4439535290279766,0.0389268363054765
0.7034334072221584,0.03170422129180191,0.7612206001048746,0.030401180434338215,0.5645685693180776,0.03737689936180902,0.4221987572992995,0.0397302968754148
0.7563488914962951,0.03083247918076038,0.7679232719843845,0.03014012261727123,0.6394111487267207,0.03518958891999317,0.4322343049941495,0.0409986887318815
0.7007683261802705,0.032973564697905265,0.7240238307233408,0.03315531108297744,0.5741560268441566,0.03871163637795838,0.5264026190655203,0.0408152755204941
0.6934754632778699,0.03330985891688556,0.6839230569973006,0.03520666374940346,0.5615735920304213,0.03882640819893337,0.5220891231361081,0.0398078725748648
