ENTITY_CD,ENTITY_NAME,YEAR,NUM_FREE_LUNCH,PER_FREE_LUNCH,NUM_REDUCED_LUNCH,PER_REDUCED_LUNCH
051901040006,UNION SPRINGS MIDDLE SCHOOL,2018,76,32,7,3
060201060000,SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN,2018,461,35,38,3
060201060003,SOUTHWESTERN SENIOR HIGH SCHOOL,2018,129,31,4,1
060201060006,SOUTHWESTERN MIDDLE SCHOOL,2018,106,35,5,2
060201060007,SOUTHWESTERN ELEMENTARY SCHOOL,2018,226,39,29,5
060301040000,FREWSBURG CENTRAL SCHOOL DISTRICT,2018,285,37,37,5
060301040002,ROBERT H JACKSON ELEMENTARY SCHOOL,2018,160,41,19,5
060301040004,FREWSBURG JUNIOR-SENIOR HIGH SCHOOL,2018,125,33,18,5
060401040000,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,2018,396,49,42,5
060401040003,SINCLAIRVILLE ELEMENTARY SCHOOL,2018,193,56,16,5
060401040006,CASSADAGA VALLEY MIDDLE/HIGH SCHOOL,2018,203,44,26,6
060503040000,CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT,2018,290,38,69,9
060503040001,CHAUTAUQUA LAKE SECONDARY SCHOOL,2018,151,35,37,9
060503040002,CHAUTAUQUA LAKE ELEMENTARY SCHOOL,2018,139,41,32,9
060601040000,PINE VALLEY CENTRAL SCHOOL DISTRICT (SOUTH DAYTON),2018,256,50,48,9
060601040002,PINE VALLEY ELEMENTARY SCHOOL,2018,142,54,28,11
060601040003,PINE VALLEY CENTRAL JUNIOR-SENIOR HIGH SCHOOL,2018,114,47,20,8
060701040000,CLYMER CENTRAL SCHOOL DISTRICT,2018,191,44,16,4
060701040003,CLYMER CENTRAL SCHOOL,2018,191,44,16,4
060800010000,DUNKIRK CITY SCHOOL DISTRICT,2018,1221,60,0,0
060800010003,SCHOOL 3,2018,188,75,0,0
060800010004,SCHOOL 4,2018,155,61,0,0
060800010005,SCHOOL 5,2018,121,60,0,0
060800010007,SCHOOL 7,2018,137,54,0,0
060800010009,DUNKIRK SENIOR HIGH SCHOOL,2018,335,57,0,0
060800010010,DUNKIRK MIDDLE SCHOOL,2018,285,61,0,0
061001040000,BEMUS POINT CENTRAL SCHOOL DISTRICT,2018,184,27,14,2
061001040001,BEMUS POINT ELEMENTARY SCHOOL,2018,86,31,6,2
061001040005,MAPLE GROVE JUNIOR/SENIOR HIGH SCHOOL,2018,98,24,8,2
061101040000,FALCONER CENTRAL SCHOOL DISTRICT,2018,479,43,55,5
061101040001,HARVEY C FENNER ELEMENTARY SCHOOL,2018,107,45,11,5
061101040007,FALCONER MIDDLE/HIGH SCHOOL,2018,247,39,35,6
061101040009,PAUL B D TEMPLE ELEMENTARY SCHOOL,2018,125,49,9,4
061501040000,SILVER CREEK CENTRAL SCHOOL DISTRICT,2018,498,49,57,6
061501040001,SILVER CREEK HIGH SCHOOL,2018,124,42,14,5
061501040002,SILVER CREEK MIDDLE SCHOOL,2018,126,50,15,6
061501040003,SILVER CREEK ELEMENTARY SCHOOL,2018,248,54,28,6
061503040000,FORESTVILLE CENTRAL SCHOOL DISTRICT,2018,205,47,34,8
061503040002,FORESTVILLE ELEMENTARY SCHOOL,2018,107,50,15,7
061503040003,FORESTVILLE CENTRAL HIGH SCHOOL,2018,98,43,19,8
061601040000,PANAMA CENTRAL SCHOOL DISTRICT,2018,179,39,36,8
061601040001,PANAMA HIGH SCHOOL,2018,74,34,16,7
061601040003,PANAMA K-6 SCHOOL,2018,105,44,20,8
061700010000,JAMESTOWN CITY SCHOOL DISTRICT,2018,3062,67,0,0
061700010001,CARLYLE C RING ELEMENTARY SCHOOL,2018,272,71,0,0
061700010003,CLINTON V BUSH ELEMENTARY SCHOOL,2018,197,71,0,0
061700010006,PERSELL MIDDLE SCHOOL,2018,276,60,0,0
061700010007,MILTON J FLETCHER ELEMENTARY SCHOOL,2018,347,72,0,0
061700010009,SAMUEL G LOVE ELEMENTARY SCHOOL,2018,228,86,0,0
061700010010,THOMAS JEFFERSON MIDDLE SCHOOL,2018,294,69,0,0
061700010011,ABRAHAM LINCOLN ELEMENTARY SCHOOL,2018,239,59,0,0
061700010012,GEORGE WASHINGTON MIDDLE SCHOOL,2018,376,73,0,0
061700010013,JAMESTOWN HIGH SCHOOL,2018,833,61,0,0
062201060000,FREDONIA CENTRAL SCHOOL DISTRICT,2018,507,34,49,3
062201060001,FREDONIA ELEMENTARY SCHOOL,2018,222,42,19,4
062201060002,FREDONIA MIDDLE SCHOOL,2018,151,34,11,2
062201060003,FREDONIA HIGH SCHOOL,2018,134,27,19,4
062301040000,BROCTON CENTRAL SCHOOL DISTRICT,2018,300,60,50,10
062301040002,BROCTON ELEMENTARY SCHOOL,2018,154,65,29,12
062301040003,BROCTON MIDDLE HIGH SCHOOL,2018,146,56,21,8
062401040000,RIPLEY CENTRAL SCHOOL DISTRICT,2018,72,58,18,15
062401040001,RIPLEY CENTRAL SCHOOL,2018,72,58,18,15
062601040000,SHERMAN CENTRAL SCHOOL DISTRICT,2018,196,50,29,7
062601040002,SHERMAN ELEMENTARY SCHOOL,2018,101,50,20,10
062601040003,SHERMAN HIGH SCHOOL,2018,95,50,9,5
062901040000,WESTFIELD CENTRAL SCHOOL DISTRICT,2018,304,47,41,6
062901040001,WESTFIELD ELEMENTARY SCHOOL,2018,140,49,19,7
062901040002,WESTFIELD HIGH SCHOOL,2018,92,42,16,7
062901040004,WESTFIELD MIDDLE SCHOOL,2018,72,50,6,4
070600010000,ELMIRA CITY SCHOOL DISTRICT,2018,3592,63,44,1
070600010006,DIVEN SCHOOL,2018,212,59,3,1
070600010007,FASSETT ELEMENTARY SCHOOL,2018,216,68,3,1
070600010010,HENDY AVENUE SCHOOL,2018,316,67,5,1
070600010013,PARLEY COBURN SCHOOL,2018,390,78,1,0
070600010014,PINE CITY SCHOOL,2018,164,54,0,0
070600010015,RIVERSIDE SCHOOL,2018,260,70,6,2
070600010016,THOMAS K BEECHER SCHOOL,2018,305,78,5,1
070600010019,BROADWAY ACADEMY,2018,287,63,1,0
070600010020,ELMIRA HIGH SCHOOL,2018,706,55,9,1
070600010021,ERNIE DAVIS ACADEMY,2018,516,62,6,1
070600010022,BROADWAY ELEMENTARY SCHOOL,2018,220,50,5,1
070600861078,FINN ACADEMY-AN ELMIRA CHARTER SCHOO,2018,121,40,22,7
070901060000,HORSEHEADS CENTRAL SCHOOL DISTRICT,2018,1124,28,193,5
070901060003,CENTER STREET SCHOOL,2018,145,44,24,7
070901060004,RIDGE ROAD SCHOOL,2018,122,32,13,3
070901060005,BIG FLATS SCHOOL,2018,90,26,10,3
070901060007,HORSEHEADS SENIOR HIGH SCHOOL,2018,312,23,52,4
070901060009,GARDNER ROAD ELEMENTARY SCHOOL,2018,117,30,20,5
070901060010,HORSEHEADS MIDDLE SCHOOL,2018,164,26,33,5
070901060011,HORSEHEADS INTERMEDIATE SCHOOL,2018,174,29,41,7
070902060000,ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT,2018,452,44,66,6
070902060002,THOMAS A EDISON HIGH SCHOOL,2018,109,38,21,7
070902060004,COHEN MIDDLE SCHOOL,2018,112,46,14,6
070902060006,COHEN ELEMENTARY SCHOOL,2018,231,48,31,6
080101040000,AFTON CENTRAL SCHOOL DISTRICT,2018,286,55,38,7
080101040002,AFTON ELEMENTARY SCHOOL,2018,168,60,21,8
080101040003,AFTON JUNIOR/SENIOR HIGH SCHOOL,2018,118,50,17,7
080201040000,BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT,2018,335,44,76,10
080201040001,BAINBRIDGE-GUILFORD HIGH SCHOOL,2018,127,36,35,10
080201040002,GREENLAWN ELEMENTARY SCHOOL,2018,145,49,33,11
080201040003,GUILFORD ELEMENTARY SCHOOL,2018,63,56,8,7
080601040000,GREENE CENTRAL SCHOOL DISTRICT,2018,376,41,71,8
080601040001,GREENE PRIMARY SCHOOL,2018,85,43,18,9
080601040002,GREENE INTERMEDIATE SCHOOL,2018,86,42,19,9
080601040003,GREENE HIGH SCHOOL,2018,108,38,15,5
080601040004,GREENE MIDDLE SCHOOL,2018,97,44,19,9
081003040000,UNADILLA VALLEY CENTRAL SCHOOL DISTRICT,2018,441,57,52,7
081003040003,UNADILLA VALLEY SECONDARY SCHOOL,2018,218,54,28,7
081003040006,UNADILLA VALLEY ELEMENTARY SCHOOL,2018,223,61,24,7
081200050000,NORWICH CITY SCHOOL DISTRICT,2018,991,57,102,6
081200050001,PERRY BROWNE INTERMEDIATE SCHOOL,2018,249,61,26,6
081200050002,STANFORD J GIBSON PRIMARY SCHOOL,2018,242,64,13,3
081200050003,NORWICH MIDDLE SCHOOL,2018,220,55,30,8
081200050004,NORWICH HIGH SCHOOL,2018,280,49,33,6
081401040000,GEORGETOWN-SOUTH OTSELIC CENTRAL SCHOOL DISTRICT,2018,153,49,0,0
081401040001,OTSELIC VALLEY CENTRAL SCHOOL,2018,153,49,0,0
081501040000,OXFORD ACADEMY AND CENTRAL SCHOOL DISTRICT,2018,370,51,60,8
081501040001,OXFORD ACADEMY MIDDLE SCHOOL,2018,107,51,17,8
081501040002,OXFORD ACADEMY HIGH SCHOOL,2018,113,51,22,10
081501040003,OXFORD ACADEMY PRIMARY SCHOOL,2018,150,52,21,7
082001040000,SHERBURNE-EARLVILLE CENTRAL SCHOOL DISTRICT,2018,592,46,114,9
082001040002,SHERBURNE-EARLVILLE ELEMENTARY SCHOOL,2018,318,51,47,8
082001040003,SHERBURNE-EARLVILLE MIDDLE SCHOOL,2018,112,39,35,12
082001040004,SHERBURNE-EARLVILLE SENIOR HIGH SCHOOL,2018,162,44,32,9
090201040000,AUSABLE VALLEY CENTRAL SCHOOL DISTRICT,2018,539,49,83,7
090201040001,KEESVILLE PRIMARY SCHOOL,2018,216,58,21,6
090201040002,AUSABLE VALLEY HIGH SCHOOL,2018,151,45,26,8
090201040004,AUSABLE FORKS ELEMENTARY SCHOOL,2018,98,43,25,11
090201040005,AUSABLE VALLEY MIDDLE SCHOOL,2018,74,42,11,6
090301060000,BEEKMANTOWN CENTRAL SCHOOL DISTRICT,2018,799,43,33,2
090301060001,BEEKMANTOWN ELEMENTARY SCHOOL,2018,166,41,7,2
090301060003,CUMBERLAND HEAD ELEMENTARY SCHOOL,2018,204,43,9,2
090301060005,BEEKMANTOWN MIDDLE SCHOOL,2018,182,45,4,1
090301060006,BEEKMANTOWN HIGH SCHOOL,2018,247,42,13,2
090501040000,NORTHEASTERN CLINTON CENTRAL SCHOOL DISTRICT,2018,526,41,81,6
090501040002,NORTHEASTERN CLINTON SENIOR HIGH SCHOOL,2018,144,33,23,5
090501040003,ROUSES POINT ELEMENTARY SCHOOL,2018,122,48,16,6
090501040006,MOOERS ELEMENTARY SCHOOL,2018,154,44,23,7
090501040007,NORTHEASTERN CLINTON MIDDLE SCHOOL,2018,106,41,19,7
090601020000,CHAZY UNION FREE SCHOOL DISTRICT,2018,108,24,15,3
090601020001,CHAZY CENTRAL RURAL ELEMENTARY SCHOOL,2018,61,25,11,4
090601020002,CHAZY CENTRAL RURAL JUNIOR-SENIOR HIGH SCHOOL,2018,47,24,4,2
090901040000,NORTHERN ADIRONDACK CENTRAL SCHOOL DISTRICT,2018,336,41,0,0
090901040001,NORTHERN ADIRONDACK ELEMENTARY SCHOOL,2018,150,40,0,0
090901040002,NORTHERN ADIRONDACK MIDDLE/HIGH SCHOOL,2018,186,43,0,0
091101060000,PERU CENTRAL SCHOOL DISTRICT,2018,787,42,96,5
091101060004,PERU ELEMENTARY SCHOOL,2018,447,45,58,6
091101060005,PERU JR/SR HIGH SCHOOL,2018,340,39,38,4
091200010000,PLATTSBURGH CITY SCHOOL DISTRICT,2018,751,42,51,3
091200010001,BAILEY AVENUE SCHOOL,2018,86,39,13,6
091200010003,ARTHUR P MOMOT ELEMENTARY SCHOOL,2018,214,57,9,2
091200010004,OAK STREET SCHOOL,2018,78,37,9,4
091200010005,STAFFORD MIDDLE SCHOOL,2018,178,41,13,3
091200010006,PLATTSBURGH SENIOR HIGH SCHOOL,2018,195,36,7,1
091402060000,SARANAC CENTRAL SCHOOL DISTRICT,2018,504,35,67,5
091402060002,MORRISONVILLE ELEMENTARY SCHOOL,2018,119,37,16,5
091402060004,SARANAC ELEMENTARY SCHOOL,2018,130,35,24,6
091402060005,SARANAC HIGH SCHOOL,2018,146,34,14,3
091402060007,SARANAC MIDDLE SCHOOL,2018,109,36,13,4
100308020000,BERKSHIRE UNION FREE SCHOOL DISTRICT,2018,57,69,0,0
100308020001,BERKSHIRE JUNIOR-SENIOR HIGH SCHOOL,2018,37,77,0,0
100308020002,COLUMBIA-GREENE PARTNERSHIP ACADEMY-THE BRIDGE,2018,20,57,0,0
100501040000,TACONIC HILLS CENTRAL SCHOOL DISTRICT,2018,667,51,120,9
100501040003,TACONIC HILLSJUNIOR/SENIOR HIGH SCHOOL,2018,295,46,53,8
100501040006,TACONIC HILLS ELEMENTARY SCHOOL,2018,372,55,67,10
100902040000,GERMANTOWN CENTRAL SCHOOL DISTRICT,2018,205,40,18,3
100902040003,GERMANTOWN ELEMENTARY SCHOOL,2018,115,42,7,3
100902040004,GERMANTOWN JUNIOR-SENIOR HIGH SCHOOL,2018,90,37,11,5
101001040000,CHATHAM CENTRAL SCHOOL DISTRICT,2018,357,34,64,6
101001040001,MARY E DARDESS ELEMENTARY SCHOOL,2018,178,39,24,5
101001040002,CHATHAM HIGH SCHOOL,2018,88,26,28,8
101001040006,CHATHAM MIDDLE SCHOOL,2018,91,35,12,5
101300010000,HUDSON CITY SCHOOL DISTRICT,2018,1184,69,3,0
101300010001,HUDSON JUNIOR/SENIOR HIGH SCHOOL,2018,326,65,1,0
101300010002,JOHN L EDWARDS PRIMARY SCHOOL,2018,175,68,0,0
101300010003,MONTGOMERY C SMITH INTERMEDIATE SCHOOL,2018,418,74,0,0
101300010004,HUDSON JUNIOR HIGH SCHOOL,2018,265,70,2,1
101401040000,KINDERHOOK CENTRAL SCHOOL DISTRICT,2018,467,27,64,4
101401040004,ICHABOD CRANE PRIMARY SCHOOL,2018,161,32,12,2
101401040005,ICHABOD CRANE SENIOR HIGH SCHOOL,2018,130,24,25,5
101401040006,ICHABOD CRANE MIDDLE SCHOOL,2018,100,25,14,4
101401040007,ICHABOD CRANE ELEMENTARY SCHOOL,2018,76,26,13,5
101601040000,NEW LEBANON CENTRAL SCHOOL DISTRICT,2018,151,36,31,7
101601040002,WALTER B HOWARD ELEMENTARY SCHOOL,2018,80,39,20,10
101601040003,NEW LEBANON JUNIOR-SENIOR HIGH SCHOOL,2018,71,34,11,5
110101040000,CINCINNATUS CENTRAL SCHOOL DISTRICT,2018,239,47,46,9
110101040001,CINCINNATUS ELEMENTARY SCHOOL,2018,100,53,21,11
110101040002,CINCINNATUS HIGH SCHOOL,2018,61,40,9,6
110101040003,CINCINNATUS MIDDLE SCHOOL,2018,78,47,16,10
110200010000,CORTLAND CITY SCHOOL DISTRICT,2018,1226,52,83,4
110200010003,FRANKLYN S BARRY SCHOOL,2018,203,56,13,4
110200010004,VIRGIL ELEMENTARY SCHOOL,2018,45,39,1,1
110200010008,ALTON B PARKER SCHOOL,2018,129,56,5,2
110200010009,RANDALL SCHOOL,2018,192,66,10,3
110200010010,F E SMITH SCHOOL,2018,139,55,4,2
110200010011,CORTLAND JUNIOR-SENIOR HIGH SCHOOL,2018,308,43,33,5
110200010012,CORTLAND JUNIOR HIGH SCHOOL,2018,210,55,17,4
110304040000,MCGRAW CENTRAL SCHOOL DISTRICT,2018,255,48,39,7
110304040001,MCGRAW ELEMENTARY SCHOOL,2018,138,54,18,7
110304040002,MCGRAW SECONDARY SCHOOL,2018,117,42,21,8
110701060000,HOMER CENTRAL SCHOOL DISTRICT,2018,652,35,101,5
110701060001,HOMER SENIOR HIGH SCHOOL,2018,189,31,29,5
110701060002,HOMER ELEMENTARY SCHOOL,2018,124,37,18,5
110701060003,HOMER INTERMEDIATE SCHOOL,2018,165,39,23,5
110701060006,HOMER JUNIOR HIGH SCHOOL,2018,174,36,31,6
110901040000,MARATHON CENTRAL SCHOOL DISTRICT,2018,327,48,62,9
110901040001,MARATHON HIGH SCHOOL,2018,122,43,31,11
110901040002,WILLIAM APPLEBY ELEMENTARY SCHOOL,2018,205,52,31,8
111111111111,All Public Schools,2018,1353522,52,108667,4
120102040000,ANDES CENTRAL SCHOOL DISTRICT,2018,36,44,11,14
120102040001,ANDES CENTRAL SCHOOL,2018,36,44,11,14
120301040000,DOWNSVILLE CENTRAL SCHOOL DISTRICT,2018,96,42,17,8
120301040001,DOWNSVILLE CENTRAL SCHOOL,2018,96,42,17,8
120401040000,CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT,2018,205,55,5,1
120401040001,CHARLOTTE VALLEY SCHOOL,2018,205,55,5,1
120501040000,DELAWARE ACADEMY CENTRAL SCHOOL DISTRICT AT DELHI,2018,262,35,28,4
120501040001,DELAWARE ACADEMY ELEMENTARY SCHOOL,2018,138,40,17,5
120501040002,DELAWARE ACADEMY HIGH SCHOOL,2018,124,30,11,3
120701040000,FRANKLIN CENTRAL SCHOOL DISTRICT,2018,101,40,23,9
120701040001,FRANKLIN CENTRAL SCHOOL,2018,101,40,23,9
120906040000,HANCOCK CENTRAL SCHOOL DISTRICT,2018,161,50,26,8
120906040001,HANCOCK ELEMENTARY SCHOOL,2018,65,58,8,7
120906040002,HANCOCK JUNIOR-SENIOR HIGH SCHOOL,2018,96,46,18,9
121401040000,MARGARETVILLE CENTRAL SCHOOL DISTRICT,2018,208,60,34,10
121401040001,MARGARETVILLE CENTRAL SCHOOL,2018,208,60,34,10
121502040000,ROXBURY CENTRAL SCHOOL DISTRICT,2018,128,48,24,9
121502040001,ROXBURY CENTRAL SCHOOL,2018,128,48,24,9
121601060000,SIDNEY CENTRAL SCHOOL DISTRICT,2018,480,45,19,2
121601060002,SIDNEY ELEMENTARY SCHOOL,2018,286,48,11,2
121601060005,SIDNEY MIDDLE SCHOOL,2018,66,43,4,3
121601060006,SIDNEY HIGH SCHOOL,2018,128,42,4,1
121701040000,STAMFORD CENTRAL SCHOOL DISTRICT,2018,124,47,37,14
121701040001,STAMFORD CENTRAL SCHOOL,2018,124,47,37,14
121702040000,SOUTH KORTRIGHT CENTRAL SCHOOL DISTRICT,2018,142,41,22,6
121702040001,SOUTH KORTRIGHT CENTRAL SCHOOL,2018,142,41,22,6
121901040000,WALTON CENTRAL SCHOOL DISTRICT,2018,442,48,47,5
121901040001,TOWNSEND ELEMENTARY SCHOOL,2018,231,52,23,5
121901040002,WALTON HIGH SCHOOL,2018,113,42,14,5
121901040003,WALTON MIDDLE SCHOOL,2018,98,47,10,5
130200010000,BEACON CITY SCHOOL DISTRICT,2018,1138,40,218,8
130200010001,J V FORRESTAL ELEMENTARY SCHOOL,2018,112,43,22,8
130200010002,SOUTH AVENUE SCHOOL,2018,173,52,17,5
130200010003,GLENHAM SCHOOL,2018,134,35,19,5
130200010004,ROMBOUT MIDDLE SCHOOL,2018,253,38,47,7
130200010005,BEACON HIGH SCHOOL,2018,342,38,85,10
130200010006,SARGENT SCHOOL,2018,124,40,28,9
130502020000,DOVER UNION FREE SCHOOL DISTRICT,2018,664,50,75,6
130502020001,WINGDALE ELEMENTARY SCHOOL,2018,132,51,11,4
130502020002,DOVER ELEMENTARY SCHOOL,2018,182,57,14,4
130502020003,DOVER HIGH SCHOOL,2018,196,45,30,7
130502020004,DOVER MIDDLE SCHOOL,2018,154,48,20,6
130801060000,HYDE PARK CENTRAL SCHOOL DISTRICT,2018,1382,40,275,8
130801060002,NETHERWOOD SCHOOL,2018,105,35,23,8
130801060003,RALPH R SMITH SCHOOL,2018,148,40,32,9
130801060005,VIOLET AVENUE SCHOOL,2018,149,53,33,12
130801060006,HAVILAND MIDDLE SCHOOL,2018,345,42,67,8
130801060007,FRANKLIN D ROOSEVELT SENIOR HIGH SCHOOL,2018,436,36,89,7
130801060008,NORTH PARK ELEMENTARY SCHOOL,2018,199,42,31,6
131101040000,NORTHEAST CENTRAL SCHOOL DISTRICT,2018,329,50,40,6
131101040004,WEBUTUCK HIGH SCHOOL,2018,104,48,12,6
131101040006,WEBUTUCK ELEMENTARY SCHOOL,2018,89,52,10,6
131101040007,EUGENE BROOKS MIDDLE SCHOOL,2018,136,49,18,7
131201040000,PAWLING CENTRAL SCHOOL DISTRICT,2018,268,24,34,3
131201040001,PAWLING ELEMENTARY SCHOOL,2018,114,30,17,4
131201040002,PAWLING HIGH SCHOOL,2018,71,19,4,1
131201040003,PAWLING MIDDLE SCHOOL,2018,83,22,13,4
131301040000,PINE PLAINS CENTRAL SCHOOL DISTRICT,2018,308,35,50,6
131301040001,SEYMOUR SMITH INTERMEDIATE LEARNING CENTER,2018,102,37,19,7
131301040002,STISSING MOUNTAIN HIGH SCHOOL,2018,164,33,29,6
131301040003,COLD SPRING EARLY LEARNING CENTER,2018,42,40,2,2
131500010000,POUGHKEEPSIE CITY SCHOOL DISTRICT,2018,2601,63,102,2
131500010001,WARRING MAGNET ACADEMY OF SCIENCE AND TECHNOLOGY,2018,238,70,4,1
131500010003,GOV GEORGE CLINTON SCHOOL,2018,228,71,8,2
131500010006,G W KRIEGER SCHOOL,2018,302,59,15,3
131500010007,SMITH EARLY LEARNING CENTER,2018,127,37,16,5
131500010009,MORSE YOUNG MAGNET SCHOOL,2018,416,71,4,1
131500010010,POUGHKEEPSIE HIGH SCHOOL,2018,690,61,32,3
131500010011,POUGHKEEPSIE MIDDLE SCHOOL,2018,600,66,23,3
131601060000,ARLINGTON CENTRAL SCHOOL DISTRICT,2018,1843,23,313,4
131601060001,ARTHUR S MAY SCHOOL,2018,153,36,22,5
131601060002,BEEKMAN SCHOOL,2018,82,18,12,3
131601060004,OVERLOOK PRIMARY SCHOOL,2018,129,34,25,7
131601060005,TRAVER ROAD PRIMARY SCHOOL,2018,85,25,21,6
131601060008,ARLINGTON HIGH SCHOOL,2018,576,19,88,3
131601060010,WEST ROAD/D'AQUANNIS INTERMEDIATE SCHOOL,2018,105,29,25,7
131601060011,NOXON ROAD ELEMENTARY SCHOOL,2018,48,15,7,2
131601060012,LAGRANGE MIDDLE SCHOOL,2018,308,34,38,4
131601060013,TITUSVILLE INTERMEDIATE,2018,127,33,28,7
131601060014,VAIL FARM ELEMENTARY SCHOOL,2018,90,15,9,2
131601060015,UNION VALE MIDDLE SCHOOL,2018,140,13,38,4
131602020000,SPACKENKILL UNION FREE SCHOOL DISTRICT,2018,297,20,40,3
131602020001,HAGAN SCHOOL,2018,60,20,10,3
131602020003,NASSAU SCHOOL,2018,47,15,10,3
131602020004,ORVILLE A TODD MIDDLE SCHOOL,2018,83,23,9,2
131602020005,SPACKENKILL HIGH SCHOOL,2018,107,22,11,2
131701060000,RED HOOK CENTRAL SCHOOL DISTRICT,2018,374,20,68,4
131701060002,RED HOOK SENIOR HIGH SCHOOL,2018,118,17,23,3
131701060004,LINDEN AVENUE MIDDLE SCHOOL,2018,97,23,17,4
131701060006,MILL ROAD-INTERMEDIATE GRADES,2018,87,22,15,4
131701060008,MILL ROAD-PRIMARY GRADES,2018,72,19,13,3
131801040000,RHINEBECK CENTRAL SCHOOL DISTRICT,2018,172,17,14,1
131801040001,RHINEBECK SENIOR HIGH SCHOOL,2018,52,14,4,1
131801040002,CHANCELLOR LIVINGSTON ELEMENTARY SCHOOL,2018,77,19,8,2
131801040003,BULKELEY MIDDLE SCHOOL,2018,43,17,2,1
132101060000,WAPPINGERS CENTRAL SCHOOL DISTRICT,2018,1889,17,449,4
132101060001,BRINCKERHOFF ELEMENTARY SCHOOL,2018,59,9,13,2
132101060002,FISHKILL ELEMENTARY SCHOOL,2018,90,19,27,6
132101060003,FISHKILL PLAINS ELEMENTARY SCHOOL,2018,63,11,20,4
132101060004,GAYHEAD SCHOOL,2018,86,10,28,3
132101060005,JAMES S EVANS ELEMENTARY SCHOOL,2018,102,30,25,7
132101060006,KINRY ROAD ELEMENTARY SCHOOL,2018,47,18,14,5
132101060007,VASSAR ROAD ELEMENTARY SCHOOL,2018,48,14,15,4
132101060008,SHEAFE ROAD ELEMENTARY SCHOOL,2018,217,37,34,6
132101060009,VAN WYCK JUNIOR HIGH SCHOOL,2018,96,10,35,4
132101060010,WAPPINGERS JUNIOR HIGH SCHOOL,2018,202,26,36,5
132101060011,ROY C KETCHAM SENIOR HIGH SCHOOL,2018,359,21,109,6
132101060012,OAK GROVE ELEMENTARY SCHOOL,2018,77,18,21,5
132101060013,MYERS CORNERS SCHOOL,2018,160,21,19,2
132101060015,JOHN JAY SENIOR HIGH SCHOOL,2018,262,13,51,3
132101060016,ORCHARD VIEW ALTERNATIVE HIGH SCHOOL,2018,21,29,2,3
132201040000,MILLBROOK CENTRAL SCHOOL DISTRICT,2018,216,24,23,3
132201040001,MILLBROOK MIDDLE SCHOOL,2018,52,22,6,3
132201040002,ALDEN PLACE ELEMENTARY SCHOOL,2018,61,30,4,2
132201040003,ELM DRIVE ELEMENTARY SCHOOL,2018,31,19,3,2
132201040005,MILLBROOK HIGH SCHOOL,2018,72,23,10,3
140101060000,ALDEN CENTRAL SCHOOL DISTRICT,2018,294,18,84,5
140101060003,ALDEN PRIMARY AT TOWNLINE,2018,79,23,20,6
140101060005,ALDEN MIDDLE SCHOOL,2018,72,19,19,5
140101060006,ALDEN SENIOR HIGH SCHOOL,2018,81,15,29,5
140101060007,ALDEN INTERMEDIATE SCHOOL,2018,62,18,16,5
140201060000,AMHERST CENTRAL SCHOOL DISTRICT,2018,756,27,85,3
140201060001,AMHERST MIDDLE SCHOOL,2018,169,25,23,3
140201060002,AMHERST CENTRAL HIGH SCHOOL,2018,192,23,26,3
140201060005,SMALLWOOD DRIVE SCHOOL,2018,108,17,13,2
140201060006,WINDERMERE BLVD SCHOOL,2018,287,43,23,3
140203060000,WILLIAMSVILLE CENTRAL SCHOOL DISTRICT,2018,1183,12,203,2
140203060001,MILL MIDDLE SCHOOL,2018,116,14,38,5
140203060002,DODGE ELEMENTARY SCHOOL,2018,66,13,8,2
140203060003,MAPLE EAST ELEMENTARY SCHOOL,2018,47,8,10,2
140203060004,WILLIAMSVILLE SOUTH HIGH SCHOOL,2018,133,14,27,3
140203060005,HEIM ELEMENTARY SCHOOL,2018,83,14,8,1
140203060007,FOREST ELEMENTARY SCHOOL,2018,89,16,26,5
140203060008,MAPLE WEST ELEMENTARY SCHOOL,2018,80,13,20,3
140203060009,HEIM MIDDLE SCHOOL,2018,82,12,12,2
140203060010,WILLIAMSVILLE NORTH HIGH SCHOOL,2018,180,13,21,2
140203060011,COUNTRY PARKWAY ELEMENTARY SCHOOL,2018,51,10,5,1
140203060012,CASEY MIDDLE SCHOOL,2018,85,13,13,2
140203060013,WILLIAMSVILLE EAST HIGH SCHOOL,2018,75,7,7,1
140203060015,TRANSIT MIDDLE SCHOOL,2018,96,10,8,1
140207060000,SWEET HOME CENTRAL SCHOOL DISTRICT,2018,1489,47,168,5
140207060002,GLENDALE ELEMENTARY SCHOOL,2018,176,47,11,3
140207060003,MAPLEMERE ELEMENTARY SCHOOL,2018,174,47,24,6
140207060005,SWEET HOME MIDDLE SCHOOL,2018,349,48,52,7
140207060006,SWEET HOME SENIOR HIGH SCHOOL,2018,455,44,46,4
140207060007,WILLOW RIDGE ELEMENTARY SCHOOL,2018,125,38,17,5
140207060008,HERITAGE HEIGHTS ELEMENTARY SCHOOL,2018,210,58,18,5
140301030000,EAST AURORA UNION FREE SCHOOL DISTRICT,2018,229,13,34,2
140301030001,PARKDALE ELEMENTARY SCHOOL,2018,81,13,16,3
